,date,species,plant,rep,input_by,potted,branch_length,branch_width,branch_height,total_branch_mass,branching,mpa,notes_on_plant_char,start_time_clocktime,start_time,ambient_temp,ambient_humidity,pre_ignition_glow,first_glow_time,ignition,primary_ignition,primary_time_of_flame_end,secondary_ignition,secondary_time_of_flame_end,third_ignition,third_time_of_ignition_flame_end,time_fh,fh,time_of_glow_end,end_time,thermocoupler_height,hotplate_height,notes_on_flam_data,Species,end_ct,glow_start_ct,glow_end_ct,maxflameht_ct,firstigstart_ct,secondigstart_ct,firstigend_ct,secondigend_ct
55,2022-08-30,ARTCAL,10.0,8.0,AC,yes,25.0,6.5,3.6,17.88,2.0,0.22999999999999998,,2023-06-19 11:10:52,2023-06-19 00:00:18,34.0,41.0,0.0,,M,2023-06-19 00:10:14,2023-06-19 00:10:15,2023-06-19 00:10:20,2023-06-19 00:10:31,,,2023-06-19 00:10:14,21.0,2023-06-19 00:11:32,2023-06-19 00:11:32,19.0,15.0,secondary ignition is manual,ARTCAL,2023-06-19 11:22:06,,2023-06-19 11:22:06,2023-06-19 11:20:48,2023-06-19 11:20:48,2023-06-19 11:20:54,2023-06-19 11:20:49,2023-06-19 11:21:05
56,2022-07-20,CEAGRI,1.0,1.0,RD,yes,25.0,13.6,6.8,22.03,9.0,0.3,,2023-06-19 11:05:38,2023-06-19 11:05:38,28.0,44.0,0.0,,M,2023-06-19 11:13:11,2023-06-19 11:13:43,,,,,2023-06-19 11:13:21,27.0,2023-06-19 11:14:35,2023-06-19 11:14:35,19.0,14.0,,CEAGRI,2023-06-19 11:14:35,,2023-06-19 11:14:35,2023-06-19 11:13:21,2023-06-19 11:13:11,,2023-06-19 11:13:43,
57,2022-07-20,CEAGRI,1.0,2.0,RD,yes,25.0,14.0,5.0,21.11,12.0,0.47000000000000003,,2023-06-19 11:27:23,2023-06-19 11:27:23,33.8,33.0,0.0,,M,2023-06-19 11:32:58,2023-06-19 11:33:27,,,,,2023-06-19 11:33:10,25.0,2023-06-19 11:35:56,2023-06-19 11:35:56,19.0,14.0,,CEAGRI,2023-06-19 11:35:56,,2023-06-19 11:35:56,2023-06-19 11:33:10,2023-06-19 11:32:58,,2023-06-19 11:33:27,
58,2022-07-20,CEAGRI,1.0,3.0,RD,yes,25.0,21.0,4.0,21.56,6.0,0.35,,2023-06-19 11:38:56,2023-06-19 11:38:56,36.7,32.0,0.0,,M,2023-06-19 11:44:09,2023-06-19 11:44:35,,,,,2023-06-19 11:44:11,28.0,2023-06-19 11:48:19,2023-06-19 11:48:19,19.0,14.0,,CEAGRI,2023-06-19 11:48:19,,2023-06-19 11:48:19,2023-06-19 11:44:11,2023-06-19 11:44:09,,2023-06-19 11:44:35,
59,2022-07-20,CEAGRI,1.0,4.0,RD,yes,25.0,8.8,5.6,21.93,8.0,0.45,,2023-06-19 11:51:12,2023-06-19 11:51:12,37.3,31.0,0.0,,M,2023-06-19 11:56:31,2023-06-19 11:56:48,,,,,2023-06-19 11:56:31,40.0,2023-06-19 11:58:13,2023-06-19 11:58:13,19.0,14.0,,CEAGRI,2023-06-19 11:58:13,,2023-06-19 11:58:13,2023-06-19 11:56:31,2023-06-19 11:56:31,,2023-06-19 11:56:48,
60,2022-07-20,CEAGRI,2.0,1.0,RD,yes,25.0,17.1,12.8,22.71,10.0,0.32,,2023-06-19 12:00:45,2023-06-19 12:00:45,36.6,32.0,0.0,,M,2023-06-19 12:05:58,2023-06-19 12:06:27,,,,,2023-06-19 12:05:59,37.0,2023-06-19 12:07:45,2023-06-19 12:07:45,19.0,14.0,,CEAGRI,2023-06-19 12:07:45,,2023-06-19 12:07:45,2023-06-19 12:05:59,2023-06-19 12:05:58,,2023-06-19 12:06:27,
61,2022-07-20,CEAGRI,2.0,2.0,RD,yes,25.0,18.1,5.5,25.63,10.0,0.31,,2023-06-19 12:10:40,2023-06-19 12:10:40,36.5,32.0,0.0,,M,2023-06-19 12:15:48,2023-06-19 12:16:07,,,,,2023-06-19 12:15:49,32.0,2023-06-19 12:18:06,2023-06-19 12:18:06,19.0,14.0,,CEAGRI,2023-06-19 12:18:06,,2023-06-19 12:18:06,2023-06-19 12:15:49,2023-06-19 12:15:48,,2023-06-19 12:16:07,
62,2022-07-20,CEAGRI,2.0,3.0,RD,yes,25.0,8.4,6.2,24.06,12.0,0.25,,2023-06-19 13:07:06,2023-06-19 13:07:06,33.7,37.0,0.0,,M,2023-06-19 13:12:32,2023-06-19 13:12:47,,,,,2023-06-19 13:12:34,40.0,2023-06-19 13:20:08,2023-06-19 13:20:08,19.0,14.0,,CEAGRI,2023-06-19 13:20:08,,2023-06-19 13:20:08,2023-06-19 13:12:34,2023-06-19 13:12:32,,2023-06-19 13:12:47,
63,2022-07-20,CEAGRI,2.0,4.0,RD,yes,25.0,6.4,14.2,24.9,6.0,0.21000000000000002,,2023-06-19 13:23:11,2023-06-19 13:23:11,34.3,37.0,0.0,,M,2023-06-19 13:28:22,2023-06-19 13:28:54,,,,,2023-06-19 13:28:34,35.0,2023-06-19 13:30:39,2023-06-19 13:30:39,19.0,14.0,,CEAGRI,2023-06-19 13:30:39,,2023-06-19 13:30:39,2023-06-19 13:28:34,2023-06-19 13:28:22,,2023-06-19 13:28:54,
64,2022-07-20,CEAGRI,2.0,5.0,RD,yes,25.0,17.5,8.0,24.31,8.0,0.2,,2023-06-19 13:34:59,2023-06-19 13:34:59,33.0,39.0,0.0,,1,2023-06-19 13:36:14,2023-06-19 13:36:28,,,,,2023-06-19 13:36:17,35.0,2023-06-19 13:40:03,2023-06-19 13:40:03,19.0,14.0,,CEAGRI,2023-06-19 13:40:03,,2023-06-19 13:40:03,2023-06-19 13:36:17,2023-06-19 13:36:14,,2023-06-19 13:36:28,
65,2022-07-20,CEAGRI,2.0,7.0,RD,yes,25.0,13.0,10.0,22.55,4.0,0.18,,2023-06-19 13:54:41,2023-06-19 13:54:41,33.1,36.0,0.0,,M,2023-06-19 13:59:59,2023-06-19 14:00:27,,,,,2023-06-19 14:00:17,19.0,2023-06-19 14:02:58,2023-06-19 14:02:58,19.0,14.0,,CEAGRI,2023-06-19 14:02:58,,2023-06-19 14:02:58,2023-06-19 14:00:17,2023-06-19 13:59:59,,2023-06-19 14:00:27,
66,2022-07-20,CEAGRI,3.0,1.0,RD,yes,20.5,19.3,7.7,24.02,6.0,0.22000000000000003,,2023-06-19 14:05:37,2023-06-19 14:05:37,31.5,39.0,0.0,,M,2023-06-19 14:11:13,2023-06-19 14:11:21,2023-06-19 14:10:55,2023-06-19 14:11:07,,,2023-06-19 14:11:16,44.0,2023-06-19 14:12:27,2023-06-19 14:12:27,19.0,14.0,broke in half,CEAGRI,2023-06-19 14:12:27,,2023-06-19 14:12:27,2023-06-19 14:11:16,2023-06-19 14:11:13,2023-06-19 14:10:55,2023-06-19 14:11:21,2023-06-19 14:11:07
67,2022-07-20,CEAGRI,3.0,2.0,RD,yes,25.0,13.5,6.9,23.1,10.0,0.185,,2023-06-19 14:15:16,2023-06-19 14:15:16,31.9,38.0,0.0,,M,2023-06-19 14:20:26,2023-06-19 14:20:48,,,,,2023-06-19 14:20:27,39.0,2023-06-19 14:26:19,2023-06-19 14:26:19,19.0,14.0,,CEAGRI,2023-06-19 14:26:19,,2023-06-19 14:26:19,2023-06-19 14:20:27,2023-06-19 14:20:26,,2023-06-19 14:20:48,
68,2022-07-20,CEAGRI,3.0,3.0,RD,yes,25.0,8.5,6.3,22.75,5.0,0.2,,2023-06-19 14:29:55,2023-06-19 14:29:55,33.0,36.0,0.0,,M,2023-06-19 14:35:25,2023-06-19 14:35:32,2023-06-19 14:35:12,2023-06-19 14:35:29,,,2023-06-19 14:35:26,38.0,2023-06-19 14:36:34,2023-06-19 14:36:34,19.0,14.0,second manual ignition occurred while sample was on fire from first ignition,CEAGRI,2023-06-19 14:36:34,,2023-06-19 14:36:34,2023-06-19 14:35:26,2023-06-19 14:35:25,2023-06-19 14:35:12,2023-06-19 14:35:32,2023-06-19 14:35:29
69,2022-07-20,CEAGRI,3.0,4.0,RD,yes,25.0,6.7,6.2,21.06,3.0,0.15,,2023-06-19 14:39:43,2023-06-19 14:39:43,32.7,36.0,0.0,,M,2023-06-19 14:44:58,2023-06-19 14:45:21,,,,,2023-06-19 14:45:00,32.0,2023-06-19 14:46:03,2023-06-19 14:46:03,19.0,14.0,,CEAGRI,2023-06-19 14:46:03,,2023-06-19 14:46:03,2023-06-19 14:45:00,2023-06-19 14:44:58,,2023-06-19 14:45:21,
70,2022-07-20,CEAGRI,3.0,5.0,RD,yes,25.0,16.2,8.7,25.79,4.0,0.185,,2023-06-19 14:48:34,2023-06-19 14:48:34,32.8,36.0,0.0,,M,2023-06-19 14:54:08,2023-06-19 14:54:44,,,,,2023-06-19 14:54:22,36.0,2023-06-19 14:58:54,2023-06-19 14:58:54,19.0,14.0,,CEAGRI,2023-06-19 14:58:54,,2023-06-19 14:58:54,2023-06-19 14:54:22,2023-06-19 14:54:08,,2023-06-19 14:54:44,
71,2022-07-20,CEAGRI,3.0,6.0,RD,yes,25.0,13.4,7.0,25.24,6.0,0.12,,2023-06-19 15:03:23,2023-06-19 15:03:23,32.7,36.0,0.0,,M,2023-06-19 15:08:34,2023-06-19 15:09:27,,,,,2023-06-19 15:08:35,39.0,2023-06-19 15:11:25,2023-06-19 15:11:25,19.0,14.0,,CEAGRI,2023-06-19 15:11:25,,2023-06-19 15:11:25,2023-06-19 15:08:35,2023-06-19 15:08:34,,2023-06-19 15:09:27,
72,2022-07-20,CEAGRI,4.0,1.0,RD,yes,25.0,16.0,6.2,22.41,11.0,0.32,,2023-06-19 15:13:57,2023-06-19 15:13:57,31.8,37.0,0.0,,M,2023-06-19 15:19:12,2023-06-19 15:19:34,,,,,2023-06-19 15:19:13,35.0,2023-06-19 15:20:30,2023-06-19 15:20:30,19.0,14.0,,CEAGRI,2023-06-19 15:20:30,,2023-06-19 15:20:30,2023-06-19 15:19:13,2023-06-19 15:19:12,,2023-06-19 15:19:34,
73,2022-07-20,CEAGRI,4.0,2.0,RD,yes,25.0,7.5,7.3,19.71,7.0,0.33999999999999997,,2023-06-19 15:23:23,2023-06-19 15:23:23,32.0,37.0,0.0,,M,2023-06-19 15:28:41,2023-06-19 15:28:48,,,,,2023-06-19 15:28:47,30.0,2023-06-19 15:29:55,2023-06-19 15:29:55,19.0,14.0,,CEAGRI,2023-06-19 15:29:55,,2023-06-19 15:29:55,2023-06-19 15:28:47,2023-06-19 15:28:41,,2023-06-19 15:28:48,
74,2022-07-20,CEAGRI,4.0,3.0,RD,yes,12.1,23.0,12.7,22.57,5.0,0.38,,2023-06-19 15:34:59,2023-06-19 15:34:59,33.0,35.0,0.0,,M,2023-06-19 15:40:37,2023-06-19 15:40:57,,,,,2023-06-19 15:40:38,23.0,2023-06-19 15:41:58,2023-06-19 15:41:58,19.0,14.0,,CEAGRI,2023-06-19 15:41:58,,2023-06-19 15:41:58,2023-06-19 15:40:38,2023-06-19 15:40:37,,2023-06-19 15:40:57,
75,2022-07-20,CEAGRI,4.0,4.0,RD,yes,23.0,9.0,3.4,19.66,0.0,0.27999999999999997,,2023-06-19 15:44:14,2023-06-19 15:44:14,32.0,37.0,0.0,,M,2023-06-19 15:49:29,2023-06-19 15:49:44,,,,,2023-06-19 15:49:31,29.0,2023-06-19 15:50:43,2023-06-19 15:50:43,19.0,14.0,,CEAGRI,2023-06-19 15:50:43,,2023-06-19 15:50:43,2023-06-19 15:49:31,2023-06-19 15:49:29,,2023-06-19 15:49:44,
76,2022-07-20,CEAGRI,4.0,5.0,RD,yes,25.0,32.0,18.0,37.47,9.0,0.21000000000000002,,2023-06-19 15:53:08,2023-06-19 15:53:08,32.1,36.0,0.0,,M,2023-06-19 16:02:01,2023-06-19 16:02:28,,,,,2023-06-19 16:02:07,33.0,2023-06-19 16:12:19,2023-06-19 16:12:19,19.0,14.0,,CEAGRI,2023-06-19 16:12:19,,2023-06-19 16:12:19,2023-06-19 16:02:07,2023-06-19 16:02:01,,2023-06-19 16:02:28,
77,2022-07-20,CEAGRI,4.0,6.0,RD,yes,25.0,15.2,10.3,22.96,5.0,0.265,,2023-06-19 16:15:12,2023-06-19 16:15:12,33.0,34.0,0.0,,1,2023-06-19 16:20:15,2023-06-19 16:21:23,,,,,2023-06-19 16:20:22,35.0,2023-06-19 16:23:54,2023-06-19 16:23:54,19.0,14.0,,CEAGRI,2023-06-19 16:23:54,,2023-06-19 16:23:54,2023-06-19 16:20:22,2023-06-19 16:20:15,,2023-06-19 16:21:23,
78,2022-10-04,CEAGRI,5.0,1.0,RD,yes,25.0,13.5,4.6,21.05,9.0,0.25,this plant was scale infested,2023-06-19 14:29:41,2023-06-19 00:00:28,28.6,47.0,0.0,,1,2023-06-19 00:04:17,2023-06-19 00:04:50,,,,,2023-06-19 00:04:28,39.0,2023-06-19 00:06:48,2023-06-19 00:06:48,19.0,16.0,,CEAGRI,2023-06-19 14:36:01,,2023-06-19 14:36:01,2023-06-19 14:33:41,2023-06-19 14:33:30,,2023-06-19 14:34:03,
79,2022-10-04,CEAGRI,5.0,2.0,RD,yes,25.0,7.6,3.9,20.02,11.0,0.33999999999999997,,2023-06-19 14:39:22,2023-06-19 00:00:44,28.3,46.0,0.0,,1,2023-06-19 00:02:08,2023-06-19 00:02:35,,,,,2023-06-19 00:02:14,37.0,2023-06-19 00:05:18,2023-06-19 00:05:18,19.0,16.0,,CEAGRI,2023-06-19 14:43:56,,2023-06-19 14:43:56,2023-06-19 14:40:52,2023-06-19 14:40:46,,2023-06-19 14:41:13,
80,2022-10-04,CEAGRI,5.0,3.0,RD,yes,24.0,7.5,3.5,20.47,9.0,0.37,,2023-06-19 14:50:22,2023-06-19 14:50:22,28.0,44.0,0.0,,0,,,,,,,,,,2023-06-19 14:58:09,19.0,16.0,no ignition or glow,CEAGRI,2023-06-19 14:58:09,,,,,,,
81,2022-10-04,CEAGRI,5.0,4.0,RD,yes,25.0,22.0,6.5,22.86,11.0,0.42000000000000004,v-shaped,2023-06-19 15:20:23,2023-06-19 00:00:36,27.0,45.0,0.0,,1,2023-06-19 00:06:31,2023-06-19 00:06:55,2023-06-19 00:01:15,2023-06-19 00:01:23,,,2023-06-19 00:06:40,39.0,2023-06-19 00:08:51,2023-06-19 00:08:51,19.0,16.0,,CEAGRI,2023-06-19 15:28:38,,2023-06-19 15:28:38,2023-06-19 15:26:27,2023-06-19 15:26:18,2023-06-19 15:21:02,2023-06-19 15:26:42,2023-06-19 15:21:10
82,2022-10-04,CEAGRI,5.0,5.0,JL,yes,23.0,6.4,3.7,19.1,5.0,0.22000000000000003,,2023-06-19 15:40:56,2023-06-19 00:00:18,27.6,41.0,0.0,,M,2023-06-19 00:06:22,2023-06-19 00:06:40,,,,,2023-06-19 00:06:27,28.0,2023-06-19 00:07:33,2023-06-19 00:07:33,19.0,16.0,,CEAGRI,2023-06-19 15:48:11,,2023-06-19 15:48:11,2023-06-19 15:47:05,2023-06-19 15:47:00,,2023-06-19 15:47:18,
83,2022-10-04,CEAGRI,6.0,1.0,JL,yes,25.0,13.7,5.1,19.69,9.0,0.24,,2023-06-19 15:55:05,2023-06-19 00:00:31,27.6,43.0,0.0,,M,2023-06-19 00:07:16,2023-06-19 00:07:46,2023-06-19 00:06:10,2023-06-19 00:06:19,,,2023-06-19 00:07:18,31.0,2023-06-19 00:08:42,2023-06-19 00:08:42,19.0,16.0,,CEAGRI,2023-06-19 16:03:16,,2023-06-19 16:03:16,2023-06-19 16:01:52,2023-06-19 16:01:50,2023-06-19 16:00:44,2023-06-19 16:02:20,2023-06-19 16:00:53
84,2022-10-04,CEAGRI,6.0,3.0,JL,yes,25.0,4.6,2.9,18.78,0.0,0.27,,2023-06-19 16:22:23,2023-06-19 00:00:21,27.1,43.0,0.0,,M,2023-06-19 00:07:06,2023-06-19 00:07:35,,,,,2023-06-19 00:07:09,20.0,2023-06-19 00:08:36,2023-06-19 00:08:36,19.0,16.0,,CEAGRI,2023-06-19 16:30:38,,2023-06-19 16:30:38,2023-06-19 16:29:11,2023-06-19 16:29:08,,2023-06-19 16:29:37,
85,2022-10-04,CEAGRI,6.0,4.0,JL,yes,25.0,8.1,5.5,19.6,6.0,0.25,,2023-06-19 16:34:09,2023-06-19 00:00:45,26.6,42.0,0.0,,M,2023-06-19 00:07:22,2023-06-19 00:07:35,,,,,2023-06-19 00:07:22,25.0,2023-06-19 00:08:26,2023-06-19 00:08:26,19.0,16.0,,CEAGRI,2023-06-19 16:41:50,,2023-06-19 16:41:50,2023-06-19 16:40:46,2023-06-19 16:40:46,,2023-06-19 16:40:59,
86,2022-08-02,ERIKAR,1.0,1.0,AC,yes,25.0,4.0,2.5,17.43,0.0,0.18,,2023-06-19 12:14:55,2023-06-19 00:00:33,37.4,35.0,0.0,,M,2023-06-19 00:06:26,2023-06-19 00:06:31,,,,,2023-06-19 00:06:26,6.0,2023-06-19 00:09:22,2023-06-19 00:09:22,19.0,16.0,ERIKAR on 8/2 was manually ingnited via lighter not bunsen burner,ERIKAR,2023-06-19 12:23:44,,2023-06-19 12:23:44,2023-06-19 12:20:48,2023-06-19 12:20:48,,2023-06-19 12:20:53,
87,2022-08-02,ERIKAR,1.0,2.0,AC,yes,25.0,4.0,2.5,17.36,0.0,0.22000000000000003,,2023-06-19 12:25:17,2023-06-19 00:00:23,36.9,35.0,0.0,,1,2023-06-19 00:07:28,2023-06-19 00:07:31,,,,,2023-06-19 00:07:29,7.0,2023-06-19 00:10:56,2023-06-19 00:10:56,19.0,16.0,,ERIKAR,2023-06-19 12:35:50,,2023-06-19 12:35:50,2023-06-19 12:32:23,2023-06-19 12:32:22,,2023-06-19 12:32:25,
88,2022-08-02,ERIKAR,1.0,3.0,AC,yes,21.2,3.7,2.4,17.16,0.0,0.16999999999999998,,2023-06-19 12:37:27,2023-06-19 00:00:28,36.3,35.0,0.0,,M,2023-06-19 00:12:21,2023-06-19 00:12:24,2023-06-19 00:12:17,2023-06-19 00:12:18,,,2023-06-19 00:12:23,8.0,2023-06-19 00:14:33,2023-06-19 00:14:33,19.0,16.0,"Glow Cam cut off early- went based entirely on clap for end of glow- first ignition from door opening, second from lighter",ERIKAR,2023-06-19 12:51:32,,2023-06-19 12:51:32,2023-06-19 12:49:22,2023-06-19 12:49:20,2023-06-19 12:49:16,2023-06-19 12:49:23,2023-06-19 12:49:17
89,2022-08-02,ERIKAR,1.0,4.0,AC,yes,25.0,3.4,1.5,17.64,0.0,0.32999999999999996,,2023-06-19 12:53:08,2023-06-19 00:00:39,35.5,35.0,0.0,,1,2023-06-19 00:07:12,2023-06-19 00:07:16,,,,,2023-06-19 00:07:13,11.0,2023-06-19 00:09:43,2023-06-19 00:09:43,19.0,16.0,Glow cam cut out again,ERIKAR,2023-06-19 13:02:12,,2023-06-19 13:02:12,2023-06-19 12:59:42,2023-06-19 12:59:41,,2023-06-19 12:59:45,
90,2022-08-02,ERIKAR,1.0,5.0,AC,yes,25.0,2.9,1.8,17.43,0.0,0.24,,2023-06-19 14:14:16,2023-06-19 00:00:38,30.4,48.0,0.0,,M,2023-06-19 00:11:32,2023-06-19 00:11:36,,,,,2023-06-19 00:11:33,9.0,2023-06-19 00:15:29,2023-06-19 00:15:29,19.0,16.0,,ERIKAR,2023-06-19 14:29:07,,2023-06-19 14:29:07,2023-06-19 14:25:11,2023-06-19 14:25:10,,2023-06-19 14:25:14,
91,2022-08-02,ERIKAR,1.0,6.0,AC,yes,25.0,2.6,2.0,17.42,0.0,0.27999999999999997,,2023-06-19 14:31:07,2023-06-19 00:00:30,31.3,43.0,0.0,,M,2023-06-19 00:14:21,2023-06-19 00:14:26,,,,,2023-06-19 00:14:25,13.0,2023-06-19 00:15:45,2023-06-19 00:15:45,19.0,16.0,,ERIKAR,2023-06-19 14:46:22,,2023-06-19 14:46:22,2023-06-19 14:45:02,2023-06-19 14:44:58,,2023-06-19 14:45:03,
92,2022-08-02,ERIKAR,2.0,1.0,AC,yes,25.0,13.8,3.0,17.62,4.0,0.22999999999999998,,2023-06-19 14:48:21,2023-06-19 00:00:37,32.9,39.0,0.0,,0,,,,,,,,,2023-06-19 00:15:09,2023-06-19 00:15:09,19.0,16.0,,ERIKAR,2023-06-19 15:02:53,,2023-06-19 15:02:53,,,,,
93,2022-08-02,ERIKAR,2.0,2.0,AC,yes,25.0,2.8,1.7,17.26,0.0,0.27999999999999997,,2023-06-19 15:04:09,2023-06-19 00:00:25,33.9,36.0,0.0,,0,,,,,,,,,2023-06-19 00:17:22,2023-06-19 00:17:22,19.0,16.0,,ERIKAR,2023-06-19 15:21:06,,2023-06-19 15:21:06,,,,,
94,2022-08-02,ERIKAR,2.0,3.0,AC,yes,23.6,4.0,1.2,17.23,0.0,0.29,,2023-06-19 15:22:29,2023-06-19 00:00:07,33.9,34.0,0.0,,M,2023-06-19 00:16:06,2023-06-19 00:16:07,2023-06-19 00:16:01,2023-06-19 00:16:01,,,2023-06-19 00:16:06,7.0,2023-06-19 00:20:15,2023-06-19 00:20:15,19.0,16.0,,ERIKAR,2023-06-19 15:42:37,,2023-06-19 15:42:37,2023-06-19 15:38:28,2023-06-19 15:38:28,2023-06-19 15:38:23,2023-06-19 15:38:29,2023-06-19 15:38:23
95,2022-08-02,ERIKAR,2.0,4.0,AC,yes,25.0,3.2,2.8,17.49,0.0,0.22000000000000003,,2023-06-19 15:49:10,2023-06-19 00:00:17,30.5,34.0,0.0,,M,2023-06-19 00:13:36,2023-06-19 00:13:40,,,,,2023-06-19 00:13:36,13.0,2023-06-19 00:21:24,2023-06-19 00:21:24,19.0,16.0,,ERIKAR,2023-06-19 16:10:17,,2023-06-19 16:10:17,2023-06-19 16:02:29,2023-06-19 16:02:29,,2023-06-19 16:02:33,
96,2022-08-02,ERIKAR,2.0,5.0,AC,yes,25.0,10.0,3.3,17.53,2.0,0.22999999999999998,,2023-06-19 16:12:01,2023-06-19 00:00:23,30.6,35.0,0.0,,M,2023-06-19 00:11:28,2023-06-19 00:11:31,,,,,2023-06-19 00:11:29,7.0,2023-06-19 00:15:02,2023-06-19 00:15:02,19.0,16.0,,ERIKAR,2023-06-19 16:26:40,,2023-06-19 16:26:40,2023-06-19 16:23:07,2023-06-19 16:23:06,,2023-06-19 16:23:09,
97,2022-08-02,ERIKAR,3.0,1.0,AC,yes,25.0,3.1,1.8,17.31,0.0,0.22999999999999998,,2023-06-19 16:28:55,2023-06-19 00:00:33,30.6,36.0,0.0,,M,2023-06-19 00:11:02,2023-06-19 00:11:04,,,,,2023-06-19 00:11:03,6.0,2023-06-19 00:13:33,2023-06-19 00:13:33,19.0,16.0,,ERIKAR,2023-06-19 16:41:55,,2023-06-19 16:41:55,2023-06-19 16:39:25,2023-06-19 16:39:24,,2023-06-19 16:39:26,
98,2022-08-02,ERIKAR,3.0,2.0,AC,yes,25.0,2.4,2.1,17.54,0.0,0.22999999999999998,,2023-06-19 16:43:20,2023-06-19 16:43:20,30.7,38.0,0.0,,M,2023-06-19 16:53:41,2023-06-19 16:54:44,,,,,2023-06-19 16:53:41,8.0,2023-06-19 16:56:40,2023-06-19 16:56:40,19.0,16.0,,ERIKAR,2023-06-19 16:56:40,,2023-06-19 16:56:40,2023-06-19 16:53:41,2023-06-19 16:53:41,,2023-06-19 16:54:44,
99,2022-08-23,ERIKAR,4.0,1.0,AC,yes,20.0,2.0,1.8,17.58,0.0,0.11000000000000001,,2023-06-19 10:43:20,2023-06-19 00:00:08,23.5,64.0,0.0,,M,2023-06-19 00:10:52,2023-06-19 00:11:02,,,,,2023-06-19 00:10:54,5.0,2023-06-19 00:11:42,2023-06-19 00:11:42,19.0,15.0,,ERIKAR,2023-06-19 10:54:54,,2023-06-19 10:54:54,2023-06-19 10:54:06,2023-06-19 10:54:04,,2023-06-19 10:54:14,
100,2022-08-23,ERIKAR,4.0,2.0,AC,yes,25.0,16.9,4.2,17.98,2.0,0.12,,2023-06-19 11:02:27,2023-06-19 00:00:14,25.4,56.0,0.0,,M,2023-06-19 00:10:20,2023-06-19 00:10:24,,,,,2023-06-19 00:10:24,9.0,2023-06-19 00:11:40,2023-06-19 00:11:40,19.0,15.0,,ERIKAR,2023-06-19 11:13:53,,2023-06-19 11:13:53,2023-06-19 11:12:37,2023-06-19 11:12:33,,2023-06-19 11:12:37,
101,2022-08-23,ERIKAR,4.0,3.0,AC,yes,25.0,2.4,2.2,17.51,0.0,0.12,,2023-06-19 11:15:30,2023-06-19 00:00:17,26.6,52.0,0.0,,M,2023-06-19 00:10:49,2023-06-19 00:10:53,,,,,2023-06-19 00:10:49,4.0,2023-06-19 00:11:03,2023-06-19 00:11:03,19.0,15.0,,ERIKAR,2023-06-19 11:26:16,,2023-06-19 11:26:16,2023-06-19 11:26:02,2023-06-19 11:26:02,,2023-06-19 11:26:06,
102,2022-08-23,ERIKAR,4.0,4.0,AC,yes,25.0,5.0,2.1,17.63,1.0,0.16,,2023-06-19 11:20:13,2023-06-19 00:00:00,27.4,47.0,0.0,,M,2023-06-19 00:10:17,2023-06-19 00:10:23,,,,,2023-06-19 00:10:19,10.0,2023-06-19 00:10:38,2023-06-19 00:10:38,19.0,15.0,sample loaded before video start; tough to tell for how long,ERIKAR,2023-06-19 11:30:51,,2023-06-19 11:30:51,2023-06-19 11:30:32,2023-06-19 11:30:30,,2023-06-19 11:30:36,
103,2022-08-23,ERIKAR,4.0,5.0,AC,yes,25.0,6.5,5.4,18.62,2.0,0.15,Y- shaped,2023-06-19 11:40:14,2023-06-19 00:00:22,28.3,45.0,0.0,,M,2023-06-19 00:10:58,2023-06-19 00:11:10,,,,,2023-06-19 00:10:58,8.0,2023-06-19 00:12:24,2023-06-19 00:12:24,19.0,15.0,,ERIKAR,2023-06-19 11:52:16,,2023-06-19 11:52:16,2023-06-19 11:50:50,2023-06-19 11:50:50,,2023-06-19 11:51:02,
104,2022-08-23,ERIKAR,4.0,6.0,AC,yes,25.0,3.0,2.0,17.54,0.0,0.15,,2023-06-19 11:53:31,2023-06-19 00:00:07,29.6,41.0,0.0,,M,2023-06-19 00:10:33,2023-06-19 00:10:36,,,,,2023-06-19 00:10:34,2.0,2023-06-19 00:11:22,2023-06-19 00:11:22,19.0,15.0,,ERIKAR,2023-06-19 12:04:46,,2023-06-19 12:04:46,2023-06-19 12:03:58,2023-06-19 12:03:57,,2023-06-19 12:04:00,
105,2022-08-23,ERIKAR,4.0,7.0,AC,yes,25.0,2.5,2.5,17.64,0.0,0.06999999999999999,,2023-06-19 12:06:09,2023-06-19 00:00:06,30.2,39.0,0.0,,M,2023-06-19 00:10:44,2023-06-19 00:10:46,,,,,2023-06-19 00:10:45,7.0,2023-06-19 00:11:04,2023-06-19 00:11:04,19.0,15.0,,ERIKAR,2023-06-19 12:17:07,,2023-06-19 12:17:07,2023-06-19 12:16:48,2023-06-19 12:16:47,,2023-06-19 12:16:49,
106,2022-08-23,ERIKAR,4.0,8.0,AC,yes,25.0,7.0,2.4,18.35,2.0,0.12,,2023-06-19 12:18:44,2023-06-19 00:00:17,32.0,38.0,0.0,,M,2023-06-19 00:10:29,2023-06-19 00:10:36,,,,,2023-06-19 00:10:31,7.0,2023-06-19 00:11:05,2023-06-19 00:11:05,19.0,15.0,,ERIKAR,2023-06-19 12:29:32,,2023-06-19 12:29:32,2023-06-19 12:28:58,2023-06-19 12:28:56,,2023-06-19 12:29:03,
