"","species","plant","date","total_branch_mass","total_leaf_mass","stem_mass_ratio","leaf_mass_ratio","leaf_lfm","thickness","leaf_wet_mass","leaf_dry_mass","stem_lfm","stem_width","stem_wet_mass","stem_dry_mass","stem_sav","lfm","leaf_dmc","stem_dmc","dmc","leaf_area","leaf_sav","LMA","SLA"
"57","ARCDEN",2,2022-08-10,20.717,19.487,0.51529698537459,0.48470301462541,258.938547486033,0.264,0.257,0.0716000000000001,212.713602187286,2.105,0.914999999999999,0.2926,10.112460287715,221.801208127402,0.278599221789884,0.319781420765028,2.12512140077821,1.9767377426,7.57575757575758,0.0362212945384575,27.6080690307262
"58","ARCDEN",3,2022-08-10,19.307,18.495,0.510740172477647,0.489259827522353,169.071310116086,0.546,0.649000000000001,0.241200000000001,160.180995475113,2.475,0.574999999999999,0.221,8.17432107209899,164.820424058848,0.371648690292759,0.384347826086957,1.15672388289676,2.5932448466,3.66300366300366,0.0930108856925862,10.7514297122719
"59","ARCDEN",4,2022-08-10,19.015,18.47,0.507269574496465,0.492730425503535,167.739575713243,0.332,0.366000000000001,0.136699999999999,184.356093344853,2.02,0.329000000000001,0.115700000000002,9.84382936942313,175.356576862123,0.37349726775956,0.351671732522802,0.78182021857924,2.0150514418,6.02409638554217,0.0678394591643221,14.7406835537674
"60","ARCDEN",5,2022-08-10,18.182,17.984,0.502737377647514,0.497262622352486,180.306444344299,0.466,0.622,0.2219,138.47376788553,1.955,0.15,0.0629000000000008,10.2603151722705,171.067415730337,0.356752411575562,0.419333333333338,0.473025401929262,2.536509252,4.29184549356223,0.0874824327271958,11.4308663902659
"61","ARCDEN",6,2022-08-17,19.021,18.469,0.507361963190184,0.492638036809816,227.950310559003,0.434,0.527999999999999,0.161000000000001,246.715328467152,7.515,0.285,0.0822000000000003,9.83020884200495,234.292763157892,0.304924242424246,0.28842105263158,0.601681818181821,2.3376623988,4.60829493087558,0.0688722204209847,14.5196422285713
"62","SALAPI",1,2022-07-26,27.5,24.684,0.526981450252951,0.473018549747049,299.730367374451,0.226,1.186,0.296700000000001,281.370826010545,3.674,2.604,0.6828,5.52369497008552,286.932108218478,0.250168634064082,0.26221198156682,3.47641669477235,8.2991423098,8.84955752212389,0.0357506822903428,27.9714941348162
"63","SALAPI",10,2022-08-17,21.733,20.269,0.517427741536117,0.482572258463883,285.225528775207,0.443,0.787499999999999,0.204350000000001,227.717605507858,3.86642857142857,2.05071428571429,0.611685714285714,5.3530929638792,247.805155586677,0.259492063492065,0.298279345175897,3.03180804988662,4.0132149592,4.51467268623025,0.0509192759614192,19.6389281096158
"64","SALAPI",2,2022-07-26,26.913,23.482,0.534041075503522,0.465958924496478,321.334172435494,0.284,1.339,0.3178,241.519879214897,4.317,3.393,0.993499999999999,4.81553956350237,260.863265461756,0.237341299477222,0.292808723843206,4.4527716206124,8.462935598,7.04225352112676,0.0375519813804449,26.6297532976715
"65","SALAPI",3,2022-07-26,23.246,21.28,0.522076988725688,0.477923011274312,219.003115264797,0.33,1.536,0.4815,240.239043824701,4.285,1.708,0.502000000000001,4.75142461891703,229.842399593289,0.3134765625,0.293911007025762,2.51632291666667,8.5384596758,6.06060606060606,0.0563919041937604,17.733041901973
"66","SALAPI",4,2022-07-26,30.242,25.695,0.540643938716771,0.459356061283229,269.063201219465,0.328333333333333,1.7385,0.471333333333334,185.27626956244,5.197,4.466,1.5655,3.98186796880877,204.615006955241,0.271114945834532,0.350537393640842,5.83782226056946,10.0771684448,6.09137055837563,0.0467723980119187,21.3801310710042
