"","species","plant","date","total_branch_mass","total_leaf_mass","stem_mass_ratio","leaf_mass_ratio","leaf_lfm","thickness","leaf_wet_mass","leaf_dry_mass","stem_lfm","stem_width","stem_wet_mass","stem_dry_mass","stem_sav","lfm","leaf_dmc","stem_dmc","dmc","leaf_area","leaf_sav","LMA","SLA","rep","branch_length","branch_width","branch_height","sample_wt","no_branches","mpa","notes_on_plant_char","start_time","ambient_temp","ambient_humidity","pre_ignition_glow","first_glow_time","ignition","primary_ignition","primary_time_of_flame_end","secondary_ignition","secondary_time_of_flame_end","third_ignition","third_time_of_ignition_flame_end","time_fh","fh","time_of_glow_end","end_time","thermocoupler_height","hotplate_height","notes_on_flam_data","fd","tti","pfg","max_temp","time_at_max_temp","max_temp_sensor","start_temp","start_temp_sensor","stable_avg_temp","temp_change","avg_temp_ch3","max_heat_flux_loessCH7","time_at_max_heat_flux_loessCH7","max_heat_flux_loessCH8","time_at_max_heat_flux_loessCH8","avg_heat_flux_stableCH7","avg_heat_flux_stableCH8","heat_flux_change","prop_ig","wet_mass","dry_mass","gdw_gfw","dw_flam_sample","ww_flam_sample","branch_volume","branching","sample_density","dw_sppdev"
"11","ARTCAL",1,2022-08-03,17.98,17.541,0.506179443146308,0.493820556853692,198.264642082429,0.238,0.549999999999999,0.1844,153.10344827586,1.372,0.367000000000001,0.145000000000001,15.4978091056746,178.384942319367,0.335272727272728,0.395095367847414,0.815036363636368,0.520657013,8.40336134453781,0.00326127149857529,317.501382026489,5,21.5,4.8,2.3,0.816400000000002,0,0.19,NA,"10:57:28",28.5,44,1,"10:58:38","0",NA,NA,NA,NA,NA,NA,NA,NA,"11:04:53","11:04:53",19,16.5,"videos were started after plant was put in; plant is still rather green (ADDED 2 SECONDS)",NA,NA,NA,NA,NA,NA,189,"CH2",NA,NA,228.718018018018,5847.50318772959,"11:03:57",3684.42508019076,"11:03:41",NA,NA,NA,0.142857142857143,0.917,0.329400000000001,0.264281129653403,0.215759114249038,0.600640885750963,237.36,0.0465116279069767,0.00343950117964274,-0.888886557547383
"12","ARTCAL",1,2022-08-03,17.98,17.541,0.506179443146308,0.493820556853692,198.264642082429,0.238,0.549999999999999,0.1844,153.10344827586,1.372,0.367000000000001,0.145000000000001,15.4978091056746,178.384942319367,0.335272727272728,0.395095367847414,0.815036363636368,0.520657013,8.40336134453781,0.00326127149857529,317.501382026489,4,25,3.7,2.2,1.2864,0,0.22,NA,"10:48:21",28.1,46,1,"10:49:53","0",NA,NA,NA,NA,NA,NA,NA,NA,"10:55:20","10:55:20",19,16.5,NA,NA,NA,NA,NA,NA,NA,188.8,"CH2",NA,NA,227.013875598086,5725.91016199463,"10:51:33",3640.84770310626,"10:49:34",NA,NA,NA,0.142857142857143,0.917,0.329400000000001,0.264281129653403,0.339971245186137,0.946428754813863,203.5,0.04,0.00632137592137592,-0.156222635914461
"13","ARTCAL",1,2022-08-03,17.98,17.541,0.506179443146308,0.493820556853692,198.264642082429,0.238,0.549999999999999,0.1844,153.10344827586,1.372,0.367000000000001,0.145000000000001,15.4978091056746,178.384942319367,0.335272727272728,0.395095367847414,0.815036363636368,0.520657013,8.40336134453781,0.00326127149857529,317.501382026489,1,25.5,4.5,3,1.5764,0,0.23,NA,"10:18:36",26.6,54,0,NA,"M","10:25:18","10:25:20",NA,NA,NA,NA,"10:25:18",26,"10:26:17","10:26:17",19,16.5,NA,2,402,57,183.9,"10:25:19","CH1",179.1,"CH1",182.997340425532,4.80000000000001,224.499782608696,5610.48625600128,"10:22:19",3503.38475974562,"10:25:10",0.7485625,0.412035904255319,3502.97272384137,0.142857142857143,0.917,0.329400000000001,0.264281129653403,0.416612772785625,1.15978722721438,344.25,0.0392156862745098,0.00457923021060277,0.295846592327135
"14","ARTCAL",1,2022-08-03,17.98,17.541,0.506179443146308,0.493820556853692,198.264642082429,0.238,0.549999999999999,0.1844,153.10344827586,1.372,0.367000000000001,0.145000000000001,15.4978091056746,178.384942319367,0.335272727272728,0.395095367847414,0.815036363636368,0.520657013,8.40336134453781,0.00326127149857529,317.501382026489,3,25,7.1,5,1.3964,1,0.2,NA,"10:38:13",27.6,47,1,"10:38:55","0",NA,NA,NA,NA,NA,NA,NA,NA,"10:45:53","10:45:53",19,16.5,NA,NA,NA,NA,NA,NA,NA,193.1,"CH2",NA,NA,227.048366013072,5697.73218845468,"10:42:26",3556.77512069334,"10:42:07",NA,NA,NA,0.142857142857143,0.917,0.329400000000001,0.264281129653403,0.369042169448012,1.02735783055199,887.5,0.08,0.00157340845070423,0.0152518989357971
"15","ARTCAL",10,2022-08-30,17.539,17.294,0.503516780064881,0.496483219935119,153.393665158371,0.114,0.336,0.1326,109.645669291337,0.916,0.213000000000001,0.101600000000001,23.0612691632297,134.415029888983,0.394642857142857,0.476995305164323,0.647980952380957,0.2662089832,17.5438596491228,0.00326127149857529,317.501382026489,5,25,4.8,2,0.696400000000001,5,0.19,NA,"10:36:56",28.4,42,1,"10:37:41","0",NA,NA,NA,NA,NA,NA,NA,NA,"10:41:57","10:41:57",19,15,NA,NA,NA,NA,NA,NA,NA,174,"CH2",NA,NA,230.151666666667,5620.23196722336,"10:40:56",3822.69025805247,"10:39:02",NA,NA,NA,0.142857142857143,0.549000000000001,0.234200000000001,0.299029622063331,0.208244228804904,0.488155771195097,240,0.24,0.00290166666666667,-0.933213028710736
"16","ARTCAL",10,2022-08-30,17.539,17.294,0.503516780064881,0.496483219935119,153.393665158371,0.114,0.336,0.1326,109.645669291337,0.916,0.213000000000001,0.101600000000001,23.0612691632297,134.415029888983,0.394642857142857,0.476995305164323,0.647980952380957,0.2662089832,17.5438596491228,0.00326127149857529,317.501382026489,2,25,2.7,1.6,0.586400000000001,0,0.19,NA,"10:06:42",26,51,1,"10:07:05","M","10:12:15","10:12:28",NA,NA,NA,NA,"10:12:18",6,"10:16:28","10:16:28",19,15,NA,13,333,240,170.9,"10:12:19","CH2",161.5,"CH2",169.137459283388,9.40000000000001,225.710427350427,5398.88836465175,"10:09:26",3614.06299887702,"10:15:30",0.718377850162866,0.42064983713355,3613.64234903989,0.142857142857143,0.549000000000001,0.234200000000001,0.299029622063331,0.175350970377937,0.411049029622064,108,0.04,0.00542962962962964,-1.12723356062312
"17","ARTCAL",10,2022-08-30,17.539,17.294,0.503516780064881,0.496483219935119,153.393665158371,0.114,0.336,0.1326,109.645669291337,0.916,0.213000000000001,0.101600000000001,23.0612691632297,134.415029888983,0.394642857142857,0.476995305164323,0.647980952380957,0.2662089832,17.5438596491228,0.00326127149857529,317.501382026489,1,25,2.2,2.1,0.6464,0,0.28,NA,"09:56:37",25.5,52,1,"09:57:59","M","10:04:01","10:04:12",NA,NA,NA,NA,"10:04:08",11,"10:04:32","10:04:32",19,15,NA,11,444,20,154.9,"10:04:06","CH1",147,"CH2",157.464114832536,7.90000000000001,221.271097046414,5392.79283724418,"10:03:32",3388.72941765062,"10:03:12",0.699795454545455,0.400373205741627,3388.32904444488,0.142857142857143,0.549000000000001,0.234200000000001,0.299029622063331,0.193292747701737,0.453107252298263,115.5,0.04,0.00559653679653679,-1.02140417958
"18","ARTCAL",10,2022-08-30,17.539,17.294,0.503516780064881,0.496483219935119,153.393665158371,0.114,0.336,0.1326,109.645669291337,0.916,0.213000000000001,0.101600000000001,23.0612691632297,134.415029888983,0.394642857142857,0.476995305164323,0.647980952380957,0.2662089832,17.5438596491228,0.00326127149857529,317.501382026489,3,23,7,2.4,1.0564,2,0.17,NA,"10:18:02",27,47,0,NA,"1","10:19:31","10:19:40",NA,NA,NA,NA,"10:19:31",27,"10:25:43","10:25:43",19,15,NA,9,89,363,176.5,"10:19:40","CH2",174.3,"CH2",176.784126984127,2.19999999999999,228.911956521739,5477.16587661069,"10:22:50",3825.64676111768,"10:23:31",0.7465,0.438452380952381,3825.20830873673,0.142857142857143,0.549000000000001,0.234200000000001,0.299029622063331,0.315894892747702,0.740505107252298,386.4,0.130434782608696,0.00273395445134576,-0.298236742452034
"19","ARTCAL",10,2022-08-30,17.539,17.294,0.503516780064881,0.496483219935119,153.393665158371,0.114,0.336,0.1326,109.645669291337,0.916,0.213000000000001,0.101600000000001,23.0612691632297,134.415029888983,0.394642857142857,0.476995305164323,0.647980952380957,0.2662089832,17.5438596491228,0.00326127149857529,317.501382026489,4,25,2.8,1.5,0.666400000000003,1,0.23,NA,"10:27:42",27.5,42,1,"10:28:06","0",NA,NA,NA,NA,NA,NA,NA,NA,"10:35:37","10:35:37",19,15,NA,NA,NA,NA,NA,NA,NA,167.3,"CH2",NA,NA,230.324683544304,5528.22578912234,"10:32:12",3780.52700922893,"10:33:28",NA,NA,NA,0.142857142857143,0.549000000000001,0.234200000000001,0.299029622063331,0.199273340143004,0.467126659856999,105,0.08,0.00634666666666669,-0.986127719232291
"20","ARTCAL",10,2022-08-30,17.539,17.294,0.503516780064881,0.496483219935119,153.393665158371,0.114,0.336,0.1326,109.645669291337,0.916,0.213000000000001,0.101600000000001,23.0612691632297,134.415029888983,0.394642857142857,0.476995305164323,0.647980952380957,0.2662089832,17.5438596491228,0.00326127149857529,317.501382026489,8,25,6.5,3.6,0.946400000000001,2,0.23,NA,"11:10:52",34,41,0,NA,"M","11:20:48","11:20:49","11:20:54","11:21:05",NA,NA,"11:20:48",21,"11:22:06","11:22:06",19,15,"secondary ignition is manual",1,596,77,179.8,"11:20:48","CH1",175.6,"CH2",180.198596491228,4.20000000000002,232.504309063893,5633.00379493763,"11:18:56",3958.2003276889,"11:18:42",0.762185087719298,0.467594736842105,3957.73273295205,0.142857142857143,0.549000000000001,0.234200000000001,0.299029622063331,0.283001634320736,0.663398365679264,585,0.12,0.00161777777777778,-0.492257274364414
"21","ARTCAL",10,2022-08-30,17.539,17.294,0.503516780064881,0.496483219935119,153.393665158371,0.114,0.336,0.1326,109.645669291337,0.916,0.213000000000001,0.101600000000001,23.0612691632297,134.415029888983,0.394642857142857,0.476995305164323,0.647980952380957,0.2662089832,17.5438596491228,0.00326127149857529,317.501382026489,7,25,9,3.5,1.1464,2,0.19,NA,"10:55:00",34,41,1,"10:55:19","0",NA,NA,NA,NA,NA,NA,NA,NA,"11:08:18","11:08:18",19,15,NA,NA,NA,NA,NA,NA,NA,178.9,"CH2",NA,NA,234.541405269762,5657.17457330301,"11:07:14",3886.52569146818,"11:07:48",NA,NA,NA,0.142857142857143,0.549000000000001,0.234200000000001,0.299029622063331,0.342807558733402,0.803592441266598,787.5,0.12,0.00145574603174603,-0.139492670887358
"22","ARTCAL",10,2022-08-30,17.539,17.294,0.503516780064881,0.496483219935119,153.393665158371,0.114,0.336,0.1326,109.645669291337,0.916,0.213000000000001,0.101600000000001,23.0612691632297,134.415029888983,0.394642857142857,0.476995305164323,0.647980952380957,0.2662089832,17.5438596491228,0.00326127149857529,317.501382026489,6,25,5,3,1.1964,8,0.17,NA,"10:43:31",34,40,0,NA,"1","10:44:02","10:44:04",NA,NA,NA,NA,"10:44:03",22,"10:53:34","10:53:34",19,15,NA,2,31,570,178.2,"10:44:04","CH2",174.2,"CH2",177.16,4,232.359966777409,5710.45160150444,"10:48:23",3879.44859577336,"10:51:22",0.7932,0.4507,3878.99789577336,0.142857142857143,0.549000000000001,0.234200000000001,0.299029622063331,0.357759039836569,0.838640960163432,375,0.36,0.0031904,-0.0513015200180922
"23","ARTCAL",2,2022-08-03,18.921,18.395,0.507047915103441,0.492952084896559,121.435316336167,0.206,1.407,0.635399999999999,119.151036525173,1.316,0.444000000000001,0.2026,15.7240099267378,120.883054892602,0.451599147121534,0.456306306306306,1.22339431414357,0.1771399094,9.70873786407767,0.00326127149857529,317.501382026489,1,25,13,8,2.6264,13,0.225,NA,"11:07:45",29.3,42,1,"11:08:11","0",NA,NA,NA,NA,NA,NA,NA,NA,"11:13:19","11:13:19",19,16.5,NA,NA,NA,NA,NA,NA,NA,213.3,"CH2",NA,NA,228.334234234234,5846.95011949273,"11:12:23",3832.11003709352,"11:13:06",NA,NA,NA,0.142857142857143,1.851,0.837999999999999,0.311640014875418,0.818491335068798,1.8079086649312,2600,0.56,0.00101015384615385,2.66632298011003
"24","ARTCAL",2,2022-08-03,18.921,18.395,0.507047915103441,0.492952084896559,121.435316336167,0.206,1.407,0.635399999999999,119.151036525173,1.316,0.444000000000001,0.2026,15.7240099267378,120.883054892602,0.451599147121534,0.456306306306306,1.22339431414357,0.1771399094,9.70873786407767,0.00326127149857529,317.501382026489,3,25,7,4.3,3.1264,16,0.13,"thick stem, second cut of same branch","11:26:49",29.6,41,1,"11:27:10","1","11:27:27","11:27:30",NA,NA,NA,NA,"11:27:27",32,"11:31:54","11:31:54",19,16.5,NA,3,38,264,248.5,"11:27:30","CH2",238.1,"CH2",243.283333333333,10.4,226.732236842105,5707.95467963981,"11:27:02",3832.61446843272,"11:31:20",0.773125,0.425708333333333,3832.18876009939,0.142857142857143,1.851,0.837999999999999,0.311640014875418,0.974311342506507,2.15208865749349,752.5,0.68,0.00415468438538206,3.58542562215387
"25","ARTCAL",3,2022-08-03,18.635,18.1,0.50728188376208,0.49271811623792,105.07996237065,0.213333333333333,1.09,0.531499999999999,95.8191126279855,1.4475,0.459,0.234400000000001,14.2818950289613,102.245723984855,0.487614678899081,0.510675381263619,1.20554587155963,0.1274513304,9.375,0.00326127149857529,317.501382026489,1,21.5,4,3.7,1.3664,21,0.315,"second cut ","11:33:57",30.1,41,1,"11:34:30","0",NA,NA,NA,NA,NA,NA,NA,NA,"11:38:15","11:38:15",19,16.5,NA,NA,NA,NA,NA,NA,NA,251,"CH2",NA,NA,227.001945525292,6081.93295100497,"11:36:37",3772.46338687757,"11:36:58",NA,NA,NA,0.142857142857143,1.549,0.7659,0.330856624476219,0.452082491684307,0.914317508315696,318.2,1.02325581395349,0.00429415461973602,0.505064348688513
"26","ARTCAL",3,2022-08-03,18.635,18.1,0.50728188376208,0.49271811623792,105.07996237065,0.213333333333333,1.09,0.531499999999999,95.8191126279855,1.4475,0.459,0.234400000000001,14.2818950289613,102.245723984855,0.487614678899081,0.510675381263619,1.20554587155963,0.1274513304,9.375,0.00326127149857529,317.501382026489,4,25,2.2,2,0.5564,0,0.21,NA,"11:52:06",29.6,41,1,"11:54:13","M","11:55:26","11:55:37",NA,NA,NA,NA,"11:55:25",17,"12:02:10","12:02:10",19,16.5,NA,11,200,393,221.7,"11:55:26","CH2",227.8,"CH2",227.564942528736,-6.10000000000002,227.05223880597,5855.113572749,"11:53:41",3771.82316142227,"11:59:54",0.782465517241379,0.44491091954023,3771.37825050273,0.142857142857143,1.549,0.7659,0.330856624476219,0.184088625858568,0.372311374141432,110,0.04,0.00505818181818182,-1.07569459351886
"27","ARTCAL",3,2022-08-03,18.635,18.1,0.50728188376208,0.49271811623792,105.07996237065,0.213333333333333,1.09,0.531499999999999,95.8191126279855,1.4475,0.459,0.234400000000001,14.2818950289613,102.245723984855,0.487614678899081,0.510675381263619,1.20554587155963,0.1274513304,9.375,0.00326127149857529,317.501382026489,2,25,2.5,2.6,1.1464,21,0.25,NA,"11:39:52",29.7,40,1,"11:40:38","0",NA,NA,NA,NA,NA,NA,NA,NA,"11:43:34","11:43:34",19,16.5,NA,NA,NA,NA,NA,NA,NA,253.4,"CH2",NA,NA,228.162443438914,5913.65747278399,"11:40:15",3820.37276416061,"11:42:01",NA,NA,NA,0.142857142857143,1.549,0.7659,0.330856624476219,0.379294034299538,0.767105965700462,162.5,0.88,0.00705476923076923,0.0757224137679874
"28","ARTCAL",3,2022-08-03,18.635,18.1,0.50728188376208,0.49271811623792,105.07996237065,0.213333333333333,1.09,0.531499999999999,95.8191126279855,1.4475,0.459,0.234400000000001,14.2818950289613,102.245723984855,0.487614678899081,0.510675381263619,1.20554587155963,0.1274513304,9.375,0.00326127149857529,317.501382026489,3,25,8.6,5.3,1.8964,12,0.25,NA,"11:46:25",30,41,1,"11:46:46","0",NA,NA,NA,NA,NA,NA,NA,NA,"11:50:53","11:50:53",19,16.5,NA,NA,NA,NA,NA,NA,NA,248.6,"CH2",NA,NA,224.779775280899,5786.09429831538,"11:48:42",3788.06228587392,"11:47:07",NA,NA,NA,0.142857142857143,1.549,0.7659,0.330856624476219,0.627436502656702,1.2689634973433,1139.5,0.52,0.00166423870118473,1.53938810099703
"29","ARTCAL",3,2022-08-03,18.635,18.1,0.50728188376208,0.49271811623792,105.07996237065,0.213333333333333,1.09,0.531499999999999,95.8191126279855,1.4475,0.459,0.234400000000001,14.2818950289613,102.245723984855,0.487614678899081,0.510675381263619,1.20554587155963,0.1274513304,9.375,0.00326127149857529,317.501382026489,5,25,10,5.2,2.5164,15,0.32,NA,"12:03:35",29.3,34,1,"12:03:46","0",NA,NA,NA,NA,NA,NA,NA,NA,"12:10:52","12:10:52",19,16.5,NA,NA,NA,NA,NA,NA,NA,245.6,"CH2",NA,NA,226.995412844037,5871.36532028662,"12:08:56",3749.94573229282,"12:08:34",NA,NA,NA,0.142857142857143,1.549,0.7659,0.330856624476219,0.832567609831958,1.68383239016804,1300,0.64,0.00193569230769231,2.74935173577305
"30","ARTCAL",4,2022-08-03,18.393,17.702,0.509571962875745,0.490428037124255,166.763952889202,0.204285714285714,0.841428571428573,0.333714285714286,126.995493130305,1.21,0.392333333333333,0.174483333333333,16.845209994675,142.772074980206,0.396604414261459,0.444732370433305,0.933413210445468,0.1645264628,9.79020979020979,0.00326127149857529,317.501382026489,6,25,5,3.6,1.2064,6,0.16,NA,"12:49:53",32.2,36,1,"12:50:12","1","12:51:06","12:51:09",NA,NA,NA,NA,"12:51:08",30,"12:52:23","12:52:23",19,16.5,NA,3,73,74,223.2,"12:51:08","CH2",221.3,"CH2",224.062765957447,1.89999999999998,223.130201342282,5993.4435969945,"12:51:33",3910.88942858138,"12:51:19",0.800521276595745,0.43218085106383,3910.45724773032,0.142857142857143,1.23376190476191,0.508197619047619,0.291739051396689,0.351953991604966,0.854446008395036,450,0.28,0.00268088888888889,-0.085542534728548
