"","label","species","plant_number","leaf_number","area_cm2","std_dev_cm2","x","y","xm","ym","perim","bx","by","width","height","major","minor","angle","circ","feret","feret_x","feret_y","feret_angle","min_feret","ar","round","solidity","x_1"
"258","MALLAU_P7_R1_W_00001.jpg","MALLAU",7,3,14.261309127,12.034710942,17.310293313,14.527116064,17.309377643,14.526880388,23.540456324,11.659852768,13.229123835,9.440937227,2.509990013,7.535732028,2.40959507,178.373060505,0.323399618,9.459833576,2764,3350,175.319109628,2.509990013,3.127385229,0.319755939,0.861382824,58
"259","MALLAU_P7_R1_W_00001.jpg","MALLAU",7,4,54.074545667,49.548781431,4.366235989,16.812294616,4.484838336,16.795296313,196.154389723,0,9.352349344,21.531073997,17.704921153,9.218630481,7.468555123,12.947484096,0.01766065,27.840842444,0,2230,140.656840183,16.158950533,1.234325827,0.810158856,0.223796301,57
"260","MALLAU_P7_R1_W_00001.jpg","MALLAU",7,5,28.585827849,12.949076333,15.811696317,20.33962457,15.813171788,20.339548561,34.933578478,7.508877687,18.430498098,14.02219631,3.653195549,10.901631842,3.338638377,176.460221565,0.29435708,14.053434544,1780,4780,176.17906093,3.618561604,3.265292797,0.30625125,0.862277121,59
"261","MALLAU_P8_R1_W_00001.jpg","MALLAU",8,1,12.197885972,12.71692738,16.460325155,4.440002033,16.461809506,4.439833378,21.030911594,11.929834887,3.066828134,7.913850866,2.893870839,6.213082747,2.499698043,13.083247036,0.346559843,8.120966805,2828,1291,12.967847235,2.672142674,2.485533309,0.402328143,0.869895954,60
"262","MALLAU_P8_R1_W_00001.jpg","MALLAU",8,2,12.522208856,11.603271711,5.658754526,7.334965127,5.659360888,7.334976868,20.274379111,1.282415066,5.741338501,7.757767453,2.990895663,6.007095317,2.65415657,169.083038905,0.382820936,7.91156703,304,1573,168.684076124,2.867629588,2.263278431,0.441836933,0.860031447,61
"263","MALLAU_P8_R1_W_00001.jpg","MALLAU",8,3,8.483717176,10.18000513,15.611320728,14.505399583,15.610576001,14.505351653,17.784936948,11.448929237,13.435828895,7.230458627,2.130327658,5.504658533,1.962302317,178.468198665,0.337047714,7.244798037,2714,3356,176.394530769,2.130327658,2.805204113,0.356480299,0.833784125,63
"264","MALLAU_P8_R1_W_00001.jpg","MALLAU",8,4,32.544150827,54.1778507,3.265537126,18.125645107,3.381903834,18.11312036,101.323591344,0,10.563050409,10.29306829,15.089469374,6.654785158,6.226572127,119.135594849,0.03983471,15.107413445,1,2504,93.890699034,10.29306829,1.068771874,0.935653365,0.376897382,62
"265","MALLAU_P8_R1_W_00001.jpg","MALLAU",8,5,7.854682044,12.398867808,15.854810479,25.124686126,15.856467583,25.124673546,16.325315985,12.389648184,23.90185448,6.192714856,2.244226365,4.887172994,2.046355184,176.01596159,0.370352501,6.19659877,2937,5932,177.971297443,2.244226365,2.388233007,0.418719613,0.853160505,64
"266","MALLAU_P9_R1_W_00004.jpg","MALLAU",9,1,15.308449397,9.608025603,14.981144717,1.983405689,14.981963275,1.983198338,20.56357323,10.925838882,0.421847061,7.213584744,3.235566958,6.164499509,3.161866282,4.112632988,0.454929294,7.265050282,2592,651,8.784103132,3.235566958,1.949639536,0.512915327,0.892055945,65
"267","MALLAU_P9_R1_W_00004.jpg","MALLAU",9,2,12.775687877,8.63411031,8.077496934,7.202802347,8.077795385,7.20287671,22.42720406,3.138542134,5.775086266,8.740671105,2.775753662,7.08192619,2.296904907,169.375289984,0.319186039,8.933828417,744,1482,168.063967056,2.578957487,3.083247447,0.324333359,0.832159135,66
"268","MALLAU_P9_R1_W_00004.jpg","MALLAU",9,3,18.843150633,9.736572945,15.745786567,11.851113307,15.745368506,11.851206076,23.349961634,11.32659359,9.980901465,8.145866749,3.627884725,6.974473055,3.439950853,175.413304223,0.434301212,8.198087265,2685,2686,173.529575999,3.619481975,2.027492064,0.49322018,0.906591003,68
"269","MALLAU_P9_R1_W_00004.jpg","MALLAU",9,4,24.261131235,10.120854319,10.680845423,17.943959406,10.683269089,17.944249658,28.716473496,4.922955203,15.840357143,10.601016645,3.906303786,8.730498218,3.538198041,172.124377959,0.369707874,10.711647199,1167,4095,171.758210108,3.869830071,2.467498461,0.405268743,0.876161452,69
"270","MALLAU_P9_R1_W_00004.jpg","MALLAU",9,5,20.882603257,8.682393188,13.845691204,24.031580384,13.846661392,24.031251768,27.274471497,8.28929475,22.218684707,10.234009702,3.58991849,8.181215516,3.249951821,177.629170242,0.352762014,10.235849248,1965,5666,178.913730393,3.519302229,2.5173344,0.397245594,0.868500137,70
"271","MANDEN_P1_R1_W_00001.jpg","MANDEN",1,1,3.044346391,16.779904342,14.786893865,6.069407802,14.786511832,6.067950907,11.67507121,13.933608427,4.332369317,1.805505421,3.695380255,3.522762423,1.100324617,64.550399752,0.2806628,4.034834276,3320,1903,66.329461515,1.146020854,3.201566491,0.312347097,0.933005377,1
"272","MANDEN_P1_R1_W_00001.jpg","MANDEN",1,2,1.930561994,22.258918261,11.522150457,10.119360944,11.523277054,10.122004473,8.123349666,10.415403938,8.580369222,1.877219422,2.725132015,2.725404008,0.90190954,120.624840329,0.367640477,3.246920958,2492,2034,123.070677823,0.979389971,3.021815258,0.330926915,0.887469119,3
"273","MANDEN_P1_R1_W_00001.jpg","MANDEN",1,3,2.798982115,26.950881306,15.228605229,13.176923406,15.229341736,13.177346923,10.189098201,12.91695701,12.541513126,4.243781434,1.337255184,3.64624115,0.977383165,13.623682837,0.33879617,4.379032585,3062,3283,14.277205606,1.016266639,3.730615876,0.268052256,0.916622473,4
"274","MANDEN_P1_R1_W_00001.jpg","MANDEN",1,4,2.313787964,24.763837177,10.756457282,17.437926153,10.756587272,17.438412836,8.534185789,9.145644284,16.468909264,3.075265075,1.72957295,2.946564835,0.999810457,153.902504422,0.399217192,3.416588803,2170,3918,153.688048356,1.052541267,2.947123442,0.339313917,0.930216419,5
"275","MANDEN_P1_R1_W_00001.jpg","MANDEN",1,5,2.422447252,14.782318529,14.987622363,18.976862061,14.987654882,18.977042557,8.294983591,13.684718661,17.945373978,2.307503424,2.311721895,2.682159221,1.149952475,48.09744774,0.442418349,3.120122997,3244,4791,45,1.215880662,2.332408755,0.428741316,0.920504723,6
